team1,team2,score_team1,score_team2,wickets_team1,wickets_team2,team1_away_or_home,team2_home_away,winner,ground_country,match_date
Pakistan,Netherlands,253,156,9,10,away,away,Pakistan,South Africa,2003-02-25 00:00:00
Bangladesh,New Zealand,198,199,7,3,away,away,New Zealand,South Africa,2003-02-26 00:00:00
India,England,250,168,9,10,away,away,India,South Africa,2003-02-26 00:00:00
Australia,Namibia,301,45,6,10,away,away,Australia,South Africa,2003-02-27 00:00:00
South Africa,Canada,254,136,8,5,home,away,South Africa,South Africa,2003-02-27 00:00:00
Zimbabwe,Netherlands,301,202,8,9,home,away,Zimbabwe,Zimbabwe,2003-02-28 00:00:00
Sri Lanka,West Indies,228,222,6,9,away,away,Sri Lanka,South Africa,2003-02-28 00:00:00
Kenya,Bangladesh,217,185,7,10,away,away,Kenya,South Africa,2003-03-01 00:00:00
Pakistan,India,273,276,7,4,away,away,India,South Africa,2003-03-01 00:00:00
England,Australia,204,208,8,8,away,away,Australia,South Africa,2003-03-02 00:00:00
Canada,New Zealand,196,197,10,5,away,away,New Zealand,South Africa,2003-03-03 00:00:00
Netherlands,Namibia,314,250,4,10,away,away,Netherlands,South Africa,2003-03-03 00:00:00
Sri Lanka,South Africa,268,229,9,6,away,home,Match tied (D/L method),South Africa,2003-03-03 00:00:00
West Indies,Kenya,246,104,7,10,away,away,West Indies,South Africa,2003-03-04 00:00:00
Australia,Sri Lanka,319,223,5,10,away,away,Australia,South Africa,2003-03-07 00:00:00
Kenya,India,225,226,6,4,away,away,India,South Africa,2003-03-07 00:00:00
Zimbabwe,New Zealand,252,253,7,4,away,away,New Zealand,South Africa,2003-03-08 00:00:00
India,Sri Lanka,292,109,6,10,away,away,India,South Africa,2003-03-10 00:00:00
Australia,New Zealand,208,112,9,10,away,away,Australia,South Africa,2003-03-11 00:00:00
Zimbabwe,Kenya,133,135,10,3,away,away,Kenya,South Africa,2003-03-12 00:00:00
New Zealand,India,146,150,10,3,away,away,India,South Africa,2003-03-14 00:00:00
Sri Lanka,Zimbabwe,256,182,5,10,away,away,Sri Lanka,South Africa,2003-03-15 00:00:00
Kenya,Australia,174,178,8,5,away,away,Australia,South Africa,2003-03-15 00:00:00
Australia,Sri Lanka,212,123,7,7,away,away,Australia,South Africa,2003-03-18 00:00:00
India,Kenya,270,179,4,10,away,away,India,South Africa,2003-03-20 00:00:00
Australia,India,359,234,2,10,away,away,Australia,South Africa,2003-03-23 00:00:00
Pakistan,Zimbabwe,278,210,7,10,away,away,Pakistan,United Arab Emirates,2003-04-03 00:00:00
Sri Lanka,Pakistan,223,225,6,3,away,away,Pakistan,United Arab Emirates,2003-04-04 00:00:00
Kenya,Zimbabwe,225,230,6,5,away,away,Zimbabwe,United Arab Emirates,2003-04-05 00:00:00
Sri Lanka,Kenya,256,127,5,10,away,away,Sri Lanka,United Arab Emirates,2003-04-06 00:00:00
Sri Lanka,Zimbabwe,193,194,10,6,away,away,Zimbabwe,United Arab Emirates,2003-04-07 00:00:00
Pakistan,Kenya,286,143,8,10,away,away,Pakistan,United Arab Emirates,2003-04-08 00:00:00
Zimbabwe,Pakistan,168,172,10,2,away,away,Pakistan,United Arab Emirates,2003-04-10 00:00:00
India,Bangladesh,276,76,10,10,away,home,India,Bangladesh,2003-04-11 00:00:00
India,South Africa,307,154,4,10,away,away,India,Bangladesh,2003-04-13 00:00:00
South Africa,Bangladesh,294,211,3,10,away,home,South Africa,Bangladesh,2003-04-14 00:00:00
Bangladesh,India,207,208,10,6,home,away,India,Bangladesh,2003-04-16 00:00:00
South Africa,Bangladesh,261,168,5,10,away,home,South Africa,Bangladesh,2003-04-17 00:00:00
India,South Africa,215,216,10,5,away,away,South Africa,Bangladesh,2003-04-18 00:00:00
Pakistan,Sri Lanka,199,120,8,10,away,home,Pakistan,Sri Lanka,2003-05-10 00:00:00
Pakistan,New Zealand,116,117,10,3,away,away,New Zealand,Sri Lanka,2003-05-11 00:00:00
New Zealand,Sri Lanka,139,143,10,5,away,home,Sri Lanka,Sri Lanka,2003-05-13 00:00:00
Australia,West Indies,270,205,5,8,away,home,Australia,West Indies,2003-05-17 00:00:00
Sri Lanka,Pakistan,172,160,10,10,home,away,Sri Lanka,Sri Lanka,2003-05-18 00:00:00
West Indies,Australia,163,166,10,2,home,away,Australia,West Indies,2003-05-18 00:00:00
New Zealand,Sri Lanka,156,147,8,10,away,home,New Zealand,Sri Lanka,2003-05-19 00:00:00
Pakistan,New Zealand,203,181,9,10,away,away,Pakistan,Sri Lanka,2003-05-20 00:00:00
Australia,West Indies,258,233,4,9,away,home,Australia,West Indies,2003-05-21 00:00:00
Pakistan,New Zealand,198,200,10,6,away,away,New Zealand,Sri Lanka,2003-05-23 00:00:00
Australia,West Indies,286,219,5,10,away,home,Australia,West Indies,2003-05-24 00:00:00
West Indies,Australia,290,251,5,9,home,away,West Indies,West Indies,2003-05-25 00:00:00
Australia,West Indies,252,254,10,7,away,away,West Indies,Grenada,2003-05-30 00:00:00
Australia,West Indies,247,249,8,1,away,away,West Indies,Grenada,2003-06-01 00:00:00
Sri Lanka,West Indies,201,146,10,10,away,home,Sri Lanka,West Indies,2003-06-07 00:00:00
West Indies,Sri Lanka,312,313,4,6,home,away,Sri Lanka,West Indies,2003-06-08 00:00:00
Sri Lanka,West Indies,191,160,10,4,away,home,West Indies,West Indies,2003-06-11 00:00:00
England,Pakistan,204,208,9,8,home,away,Pakistan,England,2003-06-17 00:00:00
Pakistan,England,185,189,10,3,away,home,England,England,2003-06-20 00:00:00
Pakistan,England,229,231,7,6,away,home,England,England,2003-06-22 00:00:00
England,Zimbabwe,191,195,8,6,home,away,Zimbabwe,England,2003-06-26 00:00:00
South Africa,England,264,265,6,4,away,home,England,England,2003-06-28 00:00:00
South Africa,Zimbabwe,272,226,5,9,away,away,South Africa,England,2003-06-29 00:00:00
England,South Africa,223,227,7,3,home,away,South Africa,England,2003-07-03 00:00:00
Zimbabwe,South Africa,174,175,8,1,away,away,South Africa,Wales,2003-07-05 00:00:00
Zimbabwe,England,92,95,10,4,away,home,England,England,2003-07-06 00:00:00
South Africa,England,198,199,9,6,away,home,England,England,2003-07-08 00:00:00
Zimbabwe,South Africa,173,174,8,3,away,away,South Africa,England,2003-07-10 00:00:00
South Africa,England,107,111,10,3,away,home,England,England,2003-07-12 00:00:00
Bangladesh,Australia,105,107,10,2,away,home,Australia,Australia,2003-08-02 00:00:00
Bangladesh,Australia,147,148,10,1,away,home,Australia,Australia,2003-08-03 00:00:00
Australia,Bangladesh,254,142,7,10,home,away,Australia,Australia,2003-08-06 00:00:00
Pakistan,Bangladesh,323,186,3,10,home,away,Pakistan,Pakistan,2003-09-09 00:00:00
Pakistan,Bangladesh,243,169,8,10,home,away,Pakistan,Pakistan,2003-09-12 00:00:00
Pakistan,Bangladesh,257,201,9,9,home,away,Pakistan,Pakistan,2003-09-15 00:00:00
Bangladesh,Pakistan,222,226,8,5,away,home,Pakistan,Pakistan,2003-09-18 00:00:00
Pakistan,Bangladesh,302,244,5,7,home,away,Pakistan,Pakistan,2003-09-21 00:00:00
Pakistan,South Africa,277,269,6,6,home,away,Pakistan,Pakistan,2003-10-03 00:00:00
Pakistan,South Africa,267,225,7,9,home,away,Pakistan,Pakistan,2003-10-05 00:00:00
Pakistan,South Africa,243,221,8,6,home,away,South Africa,Pakistan,2003-10-07 00:00:00
Pakistan,South Africa,157,158,10,4,home,away,South Africa,Pakistan,2003-10-10 00:00:00
Pakistan,South Africa,192,193,10,3,home,away,South Africa,Pakistan,2003-10-12 00:00:00
India,Australia,283,246,5,9,home,away,India,India,2003-10-26 00:00:00
New Zealand,Australia,97,101,10,2,away,away,Australia,India,2003-10-29 00:00:00
Australia,India,286,209,8,10,away,home,Australia,India,2003-11-01 00:00:00
New Zealand,Australia,258,259,9,8,away,away,Australia,India,2003-11-03 00:00:00
India,New Zealand,246,249,9,6,home,away,New Zealand,India,2003-11-06 00:00:00
Bangladesh,England,143,144,10,3,home,away,England,Bangladesh,2003-11-07 00:00:00
Australia,New Zealand,225,181,7,10,away,away,Australia,India,2003-11-09 00:00:00
Bangladesh,England,134,137,9,3,home,away,England,Bangladesh,2003-11-10 00:00:00
Bangladesh,England,182,185,10,3,home,away,England,Bangladesh,2003-11-12 00:00:00
Australia,India,347,286,2,8,away,home,Australia,India,2003-11-12 00:00:00
India,New Zealand,353,208,5,10,home,away,India,India,2003-11-15 00:00:00
England,Sri Lanka,88,89,10,0,away,home,Sri Lanka,Sri Lanka,2003-11-18 00:00:00
Australia,India,235,198,5,10,away,home,Australia,India,2003-11-18 00:00:00
West Indies,Zimbabwe,347,173,6,3,away,home,West Indies,Zimbabwe,2003-11-22 00:00:00
West Indies,Zimbabwe,125,128,10,4,away,home,Zimbabwe,Zimbabwe,2003-11-23 00:00:00
Zimbabwe,West Indies,229,208,5,10,home,away,Zimbabwe,Zimbabwe,2003-11-26 00:00:00
West Indies,Zimbabwe,256,150,3,7,away,home,West Indies,Zimbabwe,2003-11-29 00:00:00
New Zealand,Pakistan,291,292,5,7,away,home,Pakistan,Pakistan,2003-11-29 00:00:00
Zimbabwe,West Indies,196,197,10,2,home,away,West Indies,Zimbabwe,2003-11-30 00:00:00
Pakistan,New Zealand,281,157,6,10,home,away,Pakistan,Pakistan,2003-12-01 00:00:00
Pakistan,New Zealand,314,263,7,7,home,away,Pakistan,Pakistan,2003-12-03 00:00:00
New Zealand,Pakistan,183,184,10,3,away,home,Pakistan,Pakistan,2003-12-05 00:00:00
Pakistan,New Zealand,277,228,4,6,home,away,Pakistan,Pakistan,2003-12-07 00:00:00
Pakistan,New Zealand,229,230,7,6,away,home,New Zealand,New Zealand,2004-01-03 00:00:00
New Zealand,Pakistan,235,236,8,4,home,away,Pakistan,New Zealand,2004-01-07 00:00:00
Australia,India,288,270,10,10,home,away,Australia,Australia,2004-01-09 00:00:00
Pakistan,New Zealand,255,259,9,3,away,home,New Zealand,New Zealand,2004-01-10 00:00:00
Australia,Zimbabwe,225,126,8,10,home,away,Australia,Australia,2004-01-11 00:00:00
Pakistan,New Zealand,126,127,10,2,away,home,New Zealand,New Zealand,2004-01-14 00:00:00
Zimbabwe,India,208,211,6,3,away,away,India,Australia,2004-01-14 00:00:00
Australia,Zimbabwe,344,196,7,6,home,away,Australia,Australia,2004-01-16 00:00:00
New Zealand,Pakistan,307,303,8,10,home,away,New Zealand,New Zealand,2004-01-17 00:00:00
India,Australia,303,284,4,10,away,home,India,Australia,2004-01-18 00:00:00
India,Zimbabwe,255,231,6,10,away,away,India,Australia,2004-01-20 00:00:00
India,Australia,296,225,4,8,away,home,Australia,Australia,2004-01-22 00:00:00
India,Zimbabwe,280,277,7,6,away,away,India,Australia,2004-01-24 00:00:00
South Africa,West Indies,263,54,4,10,home,away,South Africa,South Africa,2004-01-25 00:00:00
Australia,Zimbabwe,279,266,7,8,home,away,Australia,Australia,2004-01-26 00:00:00
South Africa,West Indies,179,163,7,10,home,away,South Africa,South Africa,2004-01-28 00:00:00
India,Australia,203,204,10,5,away,home,Australia,Australia,2004-02-01 00:00:00
South Africa,West Indies,297,300,4,3,home,away,West Indies,South Africa,2004-02-01 00:00:00
Zimbabwe,India,135,136,10,6,away,away,India,Australia,2004-02-03 00:00:00
West Indies,South Africa,304,310,2,6,away,home,South Africa,South Africa,2004-02-04 00:00:00
India,Australia,222,224,10,3,away,home,Australia,Australia,2004-02-06 00:00:00
Australia,India,359,151,5,10,home,away,Australia,Australia,2004-02-08 00:00:00
New Zealand,South Africa,225,226,8,5,home,away,South Africa,New Zealand,2004-02-13 00:00:00
South Africa,New Zealand,253,255,8,5,away,home,New Zealand,New Zealand,2004-02-17 00:00:00
New Zealand,South Africa,254,249,5,7,home,away,New Zealand,New Zealand,2004-02-20 00:00:00
Australia,Sri Lanka,262,178,6,10,away,home,Australia,Sri Lanka,2004-02-20 00:00:00
Sri Lanka,Australia,245,244,10,5,home,away,Sri Lanka,Sri Lanka,2004-02-22 00:00:00
South Africa,New Zealand,259,264,7,4,away,home,New Zealand,New Zealand,2004-02-25 00:00:00
Sri Lanka,Australia,226,227,8,5,home,away,Australia,Sri Lanka,2004-02-25 00:00:00
Australia,Sri Lanka,233,193,10,10,away,home,Australia,Sri Lanka,2004-02-27 00:00:00
New Zealand,South Africa,193,175,8,5,home,away,New Zealand,New Zealand,2004-02-29 00:00:00
Australia,Sri Lanka,198,202,7,7,away,home,Sri Lanka,Sri Lanka,2004-02-29 00:00:00
South Africa,New Zealand,186,190,9,5,away,home,New Zealand,New Zealand,2004-03-02 00:00:00
Bangladesh,Zimbabwe,238,230,7,9,away,home,Bangladesh,Zimbabwe,2004-03-10 00:00:00
Zimbabwe,Bangladesh,242,228,8,10,home,away,Zimbabwe,Zimbabwe,2004-03-12 00:00:00
India,Pakistan,349,344,7,8,away,home,India,Pakistan,2004-03-13 00:00:00
Bangladesh,Zimbabwe,183,185,10,7,away,home,Zimbabwe,Zimbabwe,2004-03-14 00:00:00
Pakistan,India,329,317,6,10,home,away,Pakistan,Pakistan,2004-03-16 00:00:00
India,Pakistan,244,247,9,6,away,home,Pakistan,Pakistan,2004-03-19 00:00:00
Pakistan,India,293,294,9,5,home,away,India,Pakistan,2004-03-21 00:00:00
India,Pakistan,293,253,7,10,away,home,India,Pakistan,2004-03-24 00:00:00
West Indies,England,156,157,5,8,away,away,England,Guyana,2004-04-18 00:00:00
Zimbabwe,Sri Lanka,211,144,6,4,home,away,Sri Lanka,Zimbabwe,2004-04-20 00:00:00
Zimbabwe,Sri Lanka,136,139,10,1,home,away,Sri Lanka,Zimbabwe,2004-04-22 00:00:00
Zimbabwe,Sri Lanka,35,40,10,1,home,away,Sri Lanka,Zimbabwe,2004-04-25 00:00:00
Sri Lanka,Zimbabwe,223,151,9,10,away,home,Sri Lanka,Zimbabwe,2004-04-27 00:00:00
Sri Lanka,Zimbabwe,246,221,7,9,away,home,Sri Lanka,Zimbabwe,2004-04-29 00:00:00
England,West Indies,281,284,8,5,away,home,West Indies,West Indies,2004-05-01 00:00:00
England,West Indies,280,282,8,6,away,home,West Indies,West Indies,2004-05-02 00:00:00
West Indies,England,261,262,6,5,home,away,England,West Indies,2004-05-05 00:00:00
Bangladesh,West Indies,144,145,8,9,away,home,West Indies,West Indies,2004-05-15 00:00:00
West Indies,Bangladesh,124,101,7,8,home,away,West Indies,West Indies,2004-05-16 00:00:00
Bangladesh,West Indies,118,119,7,3,away,away,West Indies,Grenada,2004-05-19 00:00:00
Zimbabwe,Australia,205,207,9,3,home,away,Australia,Zimbabwe,2004-05-25 00:00:00
Australia,Zimbabwe,323,184,8,10,away,home,Australia,Zimbabwe,2004-05-27 00:00:00
Zimbabwe,Australia,196,199,10,2,home,away,Australia,Zimbabwe,2004-05-29 00:00:00
England,West Indies,147,148,10,3,home,away,West Indies,England,2004-06-27 00:00:00
England,New Zealand,101,103,10,3,home,away,New Zealand,England,2004-06-29 00:00:00
West Indies,England,159,160,10,3,away,home,England,England,2004-07-01 00:00:00
West Indies,New Zealand,216,220,10,5,away,away,New Zealand,Wales,2004-07-03 00:00:00
England,New Zealand,237,241,7,4,home,away,New Zealand,England,2004-07-04 00:00:00
England,West Indies,285,286,7,3,home,away,West Indies,England,2004-07-06 00:00:00
New Zealand,West Indies,266,159,10,10,away,away,New Zealand,England,2004-07-10 00:00:00
Bangladesh,Hong Kong,221,105,9,10,away,away,Bangladesh,Sri Lanka,2004-07-16 00:00:00
India,United Arab Emirates,260,144,6,10,away,away,India,Sri Lanka,2004-07-16 00:00:00
Pakistan,Bangladesh,257,181,6,10,away,away,Pakistan,Sri Lanka,2004-07-17 00:00:00
Sri Lanka,United Arab Emirates,239,123,10,10,home,away,Sri Lanka,Sri Lanka,2004-07-17 00:00:00
Pakistan,Hong Kong,343,165,5,10,away,away,Pakistan,Sri Lanka,2004-07-18 00:00:00
Sri Lanka,India,282,270,4,8,home,away,Sri Lanka,Sri Lanka,2004-07-18 00:00:00
Bangladesh,India,177,178,10,2,away,away,India,Sri Lanka,2004-07-21 00:00:00
Pakistan,Sri Lanka,122,123,10,3,away,home,Sri Lanka,Sri Lanka,2004-07-21 00:00:00
Bangladesh,Sri Lanka,190,191,9,0,away,home,Sri Lanka,Sri Lanka,2004-07-23 00:00:00
Pakistan,India,300,241,9,8,away,away,Pakistan,Sri Lanka,2004-07-25 00:00:00
India,Sri Lanka,271,267,6,9,away,home,India,Sri Lanka,2004-07-27 00:00:00
Bangladesh,Pakistan,166,167,10,4,away,away,Pakistan,Sri Lanka,2004-07-29 00:00:00
Sri Lanka,India,228,203,9,9,home,away,Sri Lanka,Sri Lanka,2004-08-01 00:00:00
South Africa,Sri Lanka,263,265,9,7,away,home,Sri Lanka,Sri Lanka,2004-08-20 00:00:00
Pakistan,India,192,127,6,10,away,away,Pakistan,Netherlands,2004-08-21 00:00:00
Sri Lanka,South Africa,213,176,9,10,home,away,Sri Lanka,Sri Lanka,2004-08-22 00:00:00
South Africa,Sri Lanka,191,192,10,6,away,home,Sri Lanka,Sri Lanka,2004-08-25 00:00:00
South Africa,Sri Lanka,235,236,7,3,away,home,Sri Lanka,Sri Lanka,2004-08-28 00:00:00
Australia,Pakistan,192,175,7,10,away,away,Australia,Netherlands,2004-08-28 00:00:00
Sri Lanka,South Africa,308,259,8,10,home,away,Sri Lanka,Sri Lanka,2004-08-31 00:00:00
India,England,170,171,10,3,away,home,England,England,2004-09-01 00:00:00
England,India,307,237,5,10,home,away,England,England,2004-09-03 00:00:00
Australia,Pakistan,269,259,6,10,away,away,Australia,England,2004-09-04 00:00:00
India,England,204,181,10,10,away,home,India,England,2004-09-05 00:00:00
England,Zimbabwe,299,147,7,10,home,away,England,England,2011-09-10 20:04:00
New Zealand,United States of America,347,137,4,10,away,away,New Zealand,England,2004-09-10 00:00:00
India,Kenya,290,192,4,7,away,away,India,England,2004-09-11 00:00:00
Bangladesh,South Africa,93,94,10,1,away,away,South Africa,England,2004-09-12 00:00:00
United States of America,Australia,65,66,10,1,away,away,Australia,England,2004-09-13 00:00:00
Zimbabwe,Sri Lanka,191,195,10,6,away,away,Sri Lanka,England,2004-09-14 00:00:00
Kenya,Pakistan,94,95,10,3,away,away,Pakistan,England,2015-09-14 20:04:00
West Indies,Bangladesh,269,131,3,10,away,away,West Indies,England,2004-09-15 00:00:00
New Zealand,Australia,198,199,9,3,away,away,Australia,England,2004-09-16 00:00:00
England,Sri Lanka,251,95,7,5,home,away,England,England,2018-09-17 20:04:00
South Africa,West Indies,246,249,6,5,away,away,West Indies,England,2019-09-18 20:04:00
India,Pakistan,200,201,10,7,away,away,Pakistan,England,2004-09-19 00:00:00
Australia,England,259,262,9,4,away,home,England,England,2004-09-21 00:00:00
Pakistan,West Indies,131,132,10,3,away,away,West Indies,England,2004-09-22 00:00:00
England,West Indies,217,218,10,8,home,away,West Indies,England,2004-09-25 00:00:00
Pakistan,Zimbabwe,292,148,7,10,home,away,Pakistan,Pakistan,2004-09-30 00:00:00
Zimbabwe,Pakistan,252,258,4,7,away,home,Pakistan,Pakistan,2004-10-03 00:00:00
Sri Lanka,Pakistan,232,233,9,2,away,home,Pakistan,Pakistan,2004-10-06 00:00:00
Zimbabwe,Sri Lanka,104,108,10,3,away,away,Sri Lanka,Pakistan,2004-10-09 00:00:00
Sri Lanka,Pakistan,293,297,6,4,away,home,Pakistan,Pakistan,2004-10-14 00:00:00
Sri Lanka,Pakistan,287,168,7,10,away,home,Sri Lanka,Pakistan,2004-10-16 00:00:00
New Zealand,Bangladesh,224,86,10,10,away,home,New Zealand,Bangladesh,2004-11-02 00:00:00
Bangladesh,New Zealand,146,148,10,7,home,away,New Zealand,Bangladesh,2004-11-05 00:00:00
New Zealand,Bangladesh,250,167,7,7,away,home,New Zealand,Bangladesh,2004-11-07 00:00:00
India,Pakistan,292,293,6,4,home,away,Pakistan,India,2004-11-13 00:00:00
Zimbabwe,England,195,197,10,5,home,away,England,Zimbabwe,2004-11-28 00:00:00
England,Zimbabwe,263,102,6,10,away,home,England,Zimbabwe,2004-12-01 00:00:00
Zimbabwe,England,238,239,7,2,home,away,England,Zimbabwe,2004-12-04 00:00:00
Australia,New Zealand,246,247,9,6,home,away,New Zealand,Australia,2004-12-05 00:00:00
England,Zimbabwe,261,187,6,10,away,home,England,Zimbabwe,2004-12-05 00:00:00
Australia,New Zealand,261,244,7,10,home,away,Australia,Australia,2004-12-08 00:00:00
India,Bangladesh,245,234,8,8,away,home,India,Bangladesh,2004-12-23 00:00:00
Sri Lanka,New Zealand,141,144,10,3,away,home,New Zealand,New Zealand,2004-12-26 00:00:00
Bangladesh,India,229,214,9,10,home,away,Bangladesh,Bangladesh,2004-12-26 00:00:00
India,Bangladesh,348,257,5,9,away,home,India,Bangladesh,2004-12-27 00:00:00
ICC World XI,Asia XI,344,232,8,10,away,away,ICC World XI,Australia,2005-01-10 00:00:00
Australia,West Indies,301,185,4,10,home,away,Australia,Australia,2005-01-14 00:00:00
Pakistan,Australia,272,253,7,6,away,home,Australia,Australia,2005-01-16 00:00:00
West Indies,Pakistan,273,274,5,4,away,away,Pakistan,Australia,2005-01-19 00:00:00
Zimbabwe,Bangladesh,251,229,8,10,away,home,Zimbabwe,Bangladesh,2005-01-20 00:00:00
Pakistan,Australia,163,167,10,1,away,home,Australia,Australia,2005-01-23 00:00:00
Zimbabwe,Bangladesh,237,206,5,10,away,home,Zimbabwe,Bangladesh,2005-01-24 00:00:00
Bangladesh,Zimbabwe,244,204,9,10,home,away,Bangladesh,Bangladesh,2005-01-26 00:00:00
Australia,West Indies,269,196,8,10,home,away,Australia,Australia,2005-01-26 00:00:00
West Indies,Pakistan,339,281,4,9,away,away,West Indies,Australia,2005-01-28 00:00:00
Bangladesh,Zimbabwe,247,189,9,10,home,away,Bangladesh,Bangladesh,2005-01-29 00:00:00
Australia,Pakistan,265,268,10,7,home,away,Pakistan,Australia,2005-01-30 00:00:00
South Africa,England,175,103,9,3,home,away,England,South Africa,2005-01-30 00:00:00
Zimbabwe,Bangladesh,198,202,10,2,away,home,Bangladesh,Bangladesh,2005-01-31 00:00:00
Pakistan,West Indies,307,277,8,10,away,away,Pakistan,Australia,2005-02-01 00:00:00
England,South Africa,270,270,5,8,away,home,Match tied,South Africa,2005-02-02 00:00:00
Australia,Pakistan,237,219,10,9,home,away,Australia,Australia,2005-02-04 00:00:00
England,South Africa,267,270,8,7,away,home,South Africa,South Africa,2005-02-04 00:00:00
Australia,Pakistan,239,208,9,10,home,away,Australia,Australia,2005-02-06 00:00:00
South Africa,England,291,183,5,10,home,away,South Africa,South Africa,2005-02-06 00:00:00
South Africa,England,311,304,7,8,home,away,South Africa,South Africa,2005-02-09 00:00:00
England,South Africa,240,241,10,7,away,home,South Africa,South Africa,2005-02-13 00:00:00
Australia,New Zealand,236,226,7,10,away,home,Australia,New Zealand,2005-02-19 00:00:00
Australia,New Zealand,314,208,6,10,away,home,Australia,New Zealand,2005-02-22 00:00:00
South Africa,Zimbabwe,301,136,7,10,home,away,South Africa,South Africa,2005-02-25 00:00:00
Australia,New Zealand,264,178,5,10,away,home,Australia,New Zealand,2005-02-26 00:00:00
South Africa,Zimbabwe,329,198,6,7,home,away,South Africa,South Africa,2005-02-27 00:00:00
New Zealand,Australia,233,236,10,3,home,away,Australia,New Zealand,2005-03-01 00:00:00
Zimbabwe,South Africa,206,207,8,5,away,home,South Africa,South Africa,2005-03-02 00:00:00
Australia,New Zealand,347,225,5,8,away,home,Australia,New Zealand,2005-03-05 00:00:00
India,Pakistan,281,194,8,10,home,away,India,India,2005-04-02 00:00:00
India,Pakistan,356,298,9,10,home,away,India,India,2005-04-05 00:00:00
Pakistan,India,319,213,9,10,away,home,Pakistan,India,2005-04-09 00:00:00
India,Pakistan,315,319,6,7,home,away,Pakistan,India,2005-04-12 00:00:00
India,Pakistan,249,252,6,5,home,away,Pakistan,India,2005-04-15 00:00:00
Pakistan,India,303,144,8,10,away,home,Pakistan,India,2005-04-17 00:00:00
West Indies,South Africa,253,255,10,2,home,away,South Africa,West Indies,2005-05-07 00:00:00
West Indies,South Africa,152,124,7,2,home,away,South Africa,West Indies,2005-05-08 00:00:00
South Africa,West Indies,284,283,6,10,away,home,South Africa,West Indies,2005-05-11 00:00:00
West Indies,South Africa,231,232,8,4,home,away,South Africa,West Indies,2005-05-14 00:00:00
West Indies,South Africa,138,141,7,3,home,away,South Africa,West Indies,2005-05-15 00:00:00
Pakistan,West Indies,192,133,10,10,away,home,Pakistan,West Indies,2005-05-18 00:00:00
Pakistan,West Indies,258,218,8,10,away,home,Pakistan,West Indies,2005-05-21 00:00:00
Pakistan,West Indies,303,281,6,10,away,home,Pakistan,West Indies,2005-05-22 00:00:00
Bangladesh,England,190,192,10,0,away,home,England,England,2005-06-16 00:00:00
Australia,Bangladesh,249,250,5,5,away,away,Bangladesh,Wales,2005-06-18 00:00:00
Australia,England,252,253,9,7,away,home,England,England,2005-06-19 00:00:00
England,Bangladesh,391,223,4,10,home,away,England,England,2005-06-21 00:00:00
Australia,England,266,209,5,9,away,home,Australia,England,2005-06-23 00:00:00
Bangladesh,Australia,139,140,10,0,away,away,Australia,England,2005-06-25 00:00:00
Bangladesh,England,208,209,7,5,away,home,England,England,2005-06-26 00:00:00
Bangladesh,Australia,250,254,8,4,away,away,Australia,England,2005-06-30 00:00:00
Australia,England,196,196,10,9,away,home,Match tied,England,2005-07-02 00:00:00
Australia,England,219,221,7,1,away,home,England,England,2005-07-07 00:00:00
England,Australia,223,224,8,3,home,away,Australia,England,2005-07-10 00:00:00
England,Australia,228,229,7,2,home,away,Australia,England,2005-07-12 00:00:00
India,Sri Lanka,205,209,9,7,away,home,Sri Lanka,Sri Lanka,2005-07-30 00:00:00
West Indies,India,178,180,10,4,away,away,India,Sri Lanka,2005-07-31 00:00:00
Sri Lanka,West Indies,241,191,6,10,home,away,Sri Lanka,Sri Lanka,2005-08-02 00:00:00
India,Sri Lanka,220,221,8,6,away,home,Sri Lanka,Sri Lanka,2005-08-03 00:00:00
West Indies,Sri Lanka,226,193,7,10,away,home,West Indies,Sri Lanka,2005-08-06 00:00:00
India,West Indies,262,255,4,9,away,away,India,Sri Lanka,2005-08-07 00:00:00
Sri Lanka,India,281,263,9,9,home,away,Sri Lanka,Sri Lanka,2005-08-09 00:00:00
Africa XI,Asia XI,198,196,10,10,away,away,Africa XI,South Africa,2005-08-17 00:00:00
Asia XI,Africa XI,267,250,7,10,away,away,Asia XI,South Africa,2005-08-20 00:00:00
Africa XI,Asia XI,106,8,10,2,away,away,No result,South Africa,2005-08-21 00:00:00
New Zealand,Zimbabwe,397,205,5,10,away,home,New Zealand,Zimbabwe,2005-08-24 00:00:00
New Zealand,India,215,164,10,10,away,away,New Zealand,Zimbabwe,2005-08-26 00:00:00
India,Zimbabwe,226,65,6,10,away,home,India,Zimbabwe,2005-08-29 00:00:00
Sri Lanka,Bangladesh,269,181,9,9,home,away,Sri Lanka,Sri Lanka,2005-08-31 00:00:00
New Zealand,Zimbabwe,238,211,10,10,away,home,New Zealand,Zimbabwe,2005-08-31 00:00:00
Sri Lanka,Bangladesh,295,220,5,6,home,away,Sri Lanka,Sri Lanka,2005-09-02 00:00:00
New Zealand,India,278,279,9,4,away,away,India,Zimbabwe,2005-09-02 00:00:00
Bangladesh,Sri Lanka,108,106,10,4,away,home,Sri Lanka,Sri Lanka,2005-09-04 00:00:00
Zimbabwe,India,250,255,10,6,home,away,India,Zimbabwe,2005-09-04 00:00:00
India,New Zealand,276,278,10,4,away,away,New Zealand,Zimbabwe,2005-09-06 00:00:00
Australia,ICC World XI,255,162,8,10,home,away,Australia,Australia,2005-10-05 00:00:00
Australia,ICC World XI,328,273,4,10,home,away,Australia,Australia,2005-10-07 00:00:00
